trade_number,direction,entry_time,entry_price,exit_time,exit_price,duration_minutes,stop_loss,profit_target,position_size,gross_pnl,net_pnl,pnl_percentage,transaction_costs,is_winner,exit_reason,triggered_by,risk_amount,reward_amount,position_high,position_low,baseline_before,baseline_after,cumulative_pnl,running_win_rate,entry_time_str,exit_time_str,account_balance_before,account_balance_after
303,SHORT,2008-01-11 12:15:00,1410.20,2008-01-11 12:20:00,1409.35,5.00,1412.32,1409.35,3.39,57.39,52.39,10.48,5.00,True,PROFIT_TARGET,LOW 1407.00 <= TARGET 1409.35,143.48,57.39,1410.20,1407.00,1412.50,1409.35,-2773.49,69.64,01/11 12:15,01/11 12:20,7174.12,7226.51
304,SHORT,2008-01-11 12:20:00,1407.00,2008-01-11 12:25:00,1409.11,5.00,1409.11,1406.16,3.42,-144.53,-149.53,-29.91,5.00,False,STOP_LOSS,HIGH 1410.32 >= STOP 1409.11,144.53,57.81,1410.32,1406.99,1409.35,1409.11,-2923.02,69.41,01/11 12:20,01/11 12:25,7226.51,7076.98
305,LONG,2008-01-11 12:25:00,1409.57,2008-01-11 12:30:00,1407.46,5.00,1407.46,1410.42,3.35,-141.54,-146.54,-29.31,5.00,False,STOP_LOSS,LOW 1407.37 <= STOP 1407.46,141.54,56.62,1409.57,1407.37,1409.11,1407.46,-3069.56,69.18,01/11 12:25,01/11 12:30,7076.98,6930.44
306,LONG,2008-01-11 12:35:00,1408.95,2008-01-11 12:45:00,1409.80,10.00,1406.84,1409.80,3.28,55.44,50.44,10.09,5.00,True,PROFIT_TARGET,HIGH 1411.59 >= TARGET 1409.80,138.61,55.44,1411.59,1408.39,1407.46,1409.80,-3019.11,69.28,01/11 12:35,01/11 12:45,6930.44,6980.89
307,LONG,2008-01-11 12:45:00,1411.59,2008-01-11 12:55:00,1412.44,10.00,1409.47,1412.44,3.30,55.85,50.85,10.17,5.00,True,PROFIT_TARGET,HIGH 1412.65 >= TARGET 1412.44,139.62,55.85,1412.65,1410.53,1409.80,1412.44,-2968.27,69.38,01/11 12:45,01/11 12:55,6980.89,7031.73
308,LONG,2008-01-11 12:55:00,1412.65,2008-01-11 13:00:00,1413.50,5.00,1410.53,1413.50,3.32,56.25,51.25,10.25,5.00,True,PROFIT_TARGET,HIGH 1414.05 >= TARGET 1413.50,140.63,56.25,1414.05,1409.73,1412.44,1413.50,-2917.01,69.48,01/11 12:55,01/11 13:00,7031.73,7082.99
309,SHORT,2008-01-11 13:00:00,1410.54,2008-01-11 13:05:00,1409.69,5.00,1412.66,1409.69,3.35,56.66,51.66,10.33,5.00,True,PROFIT_TARGET,LOW 1407.50 <= TARGET 1409.69,141.66,56.66,1410.54,1407.50,1413.50,1409.69,-2865.35,69.58,01/11 13:00,01/11 13:05,7082.99,7134.65
310,SHORT,2008-01-11 13:05:00,1408.41,2008-01-11 13:10:00,1407.56,5.00,1410.52,1407.56,3.38,57.08,52.08,10.42,5.00,True,PROFIT_TARGET,LOW 1407.40 <= TARGET 1407.56,142.69,57.08,1408.66,1407.40,1409.69,1407.56,-2813.27,69.68,01/11 13:05,01/11 13:10,7134.65,7186.73
311,SHORT,2008-01-11 13:15:00,1404.62,2008-01-11 13:20:00,1403.78,5.00,1406.73,1403.78,3.41,57.49,52.49,10.50,5.00,True,PROFIT_TARGET,LOW 1402.62 <= TARGET 1403.78,143.73,57.49,1405.24,1402.62,1407.56,1403.78,-2760.78,69.77,01/11 13:15,01/11 13:20,7186.73,7239.22
312,LONG,2008-01-11 13:20:00,1405.24,2008-01-11 13:25:00,1406.08,5.00,1403.13,1406.08,3.43,57.91,52.91,10.58,5.00,True,PROFIT_TARGET,HIGH 1407.25 >= TARGET 1406.08,144.78,57.91,1407.25,1404.76,1403.78,1406.08,-2707.86,69.87,01/11 13:20,01/11 13:25,7239.22,7292.14
313,LONG,2008-01-11 13:25:00,1406.83,2008-01-11 13:30:00,1407.67,5.00,1404.72,1407.67,3.46,58.34,53.34,10.67,5.00,True,PROFIT_TARGET,HIGH 1408.03 >= TARGET 1407.67,145.84,58.34,1408.03,1405.62,1406.08,1407.67,-2654.53,69.97,01/11 13:25,01/11 13:30,7292.14,7345.47
314,SHORT,2008-01-11 13:30:00,1405.82,2008-01-11 13:35:00,1404.98,5.00,1407.93,1404.98,3.48,58.76,53.76,10.75,5.00,True,PROFIT_TARGET,LOW 1403.60 <= TARGET 1404.98,146.91,58.76,1406.60,1403.60,1407.67,1404.98,-2600.76,70.06,01/11 13:30,01/11 13:35,7345.47,7399.24
315,SHORT,2008-01-11 13:35:00,1403.89,2008-01-11 13:40:00,1406.00,5.00,1406.00,1403.05,3.51,-147.98,-152.98,-30.60,5.00,False,STOP_LOSS,HIGH 1406.55 >= STOP 1406.00,147.98,59.19,1406.55,1403.89,1404.98,1406.00,-2753.75,69.84,01/11 13:35,01/11 13:40,7399.24,7246.25
316,SHORT,2008-01-11 13:40:00,1404.67,2008-01-11 13:45:00,1403.83,5.00,1406.78,1403.83,3.44,57.97,52.97,10.59,5.00,True,PROFIT_TARGET,LOW 1401.16 <= TARGET 1403.83,144.93,57.97,1404.93,1401.16,1406.00,1403.83,-2700.78,69.94,01/11 13:40,01/11 13:45,7246.25,7299.22
317,SHORT,2008-01-11 13:45:00,1401.22,2008-01-11 13:50:00,1403.32,5.00,1403.32,1400.38,3.47,-145.98,-150.98,-30.20,5.00,False,STOP_LOSS,HIGH 1404.92 >= STOP 1403.32,145.98,58.39,1404.92,1401.22,1403.83,1403.32,-2851.76,69.72,01/11 13:45,01/11 13:50,7299.22,7148.24
318,LONG,2008-01-11 13:50:00,1404.47,2008-01-11 13:55:00,1405.31,5.00,1402.36,1405.31,3.39,57.19,52.19,10.44,5.00,True,PROFIT_TARGET,HIGH 1405.78 >= TARGET 1405.31,142.96,57.19,1405.78,1403.02,1403.32,1405.31,-2799.58,69.81,01/11 13:50,01/11 13:55,7148.24,7200.42
319,SHORT,2008-01-11 13:55:00,1403.02,2008-01-11 14:00:00,1402.18,5.00,1405.12,1402.18,3.42,57.60,52.60,10.52,5.00,True,PROFIT_TARGET,LOW 1402.04 <= TARGET 1402.18,144.01,57.60,1403.22,1402.04,1405.31,1402.18,-2746.97,69.91,01/11 13:55,01/11 14:00,7200.42,7253.03
320,LONG,2008-01-11 14:00:00,1402.72,2008-01-11 14:05:00,1403.56,5.00,1400.62,1403.56,3.45,58.02,53.02,10.60,5.00,True,PROFIT_TARGET,HIGH 1404.22 >= TARGET 1403.56,145.06,58.02,1404.22,1402.11,1402.18,1403.56,-2693.95,70.00,01/11 14:00,01/11 14:05,7253.03,7306.05
321,LONG,2008-01-11 14:05:00,1404.22,2008-01-11 14:15:00,1405.06,10.00,1402.11,1405.06,3.47,58.45,53.45,10.69,5.00,True,PROFIT_TARGET,HIGH 1407.83 >= TARGET 1405.06,146.12,58.45,1407.83,1403.03,1403.56,1405.06,-2640.50,70.09,01/11 14:05,01/11 14:15,7306.05,7359.50
322,LONG,2008-01-11 14:15:00,1407.02,2008-01-11 14:30:00,1404.91,15.00,1404.91,1407.86,3.49,-147.19,-152.19,-30.44,5.00,False,STOP_LOSS,LOW 1404.04 <= STOP 1404.91,147.19,58.88,1407.10,1404.04,1405.06,1404.91,-2792.69,69.88,01/11 14:15,01/11 14:30,7359.50,7207.31
323,SHORT,2008-01-11 14:30:00,1404.64,2008-01-11 14:45:00,1403.80,15.00,1406.75,1403.80,3.42,57.66,52.66,10.53,5.00,True,PROFIT_TARGET,LOW 1403.20 <= TARGET 1403.80,144.15,57.66,1406.67,1403.20,1404.91,1403.80,-2740.03,69.97,01/11 14:30,01/11 14:45,7207.31,7259.97
324,SHORT,2008-01-11 14:45:00,1403.20,2008-01-11 14:50:00,1402.36,5.00,1405.30,1402.36,3.45,58.08,53.08,10.62,5.00,True,PROFIT_TARGET,LOW 1401.74 <= TARGET 1402.36,145.20,58.08,1403.66,1401.74,1403.80,1402.36,-2686.95,70.06,01/11 14:45,01/11 14:50,7259.97,7313.05
325,SHORT,2008-01-11 14:50:00,1401.97,2008-01-11 14:55:00,1401.13,5.00,1404.07,1401.13,3.48,58.50,53.50,10.70,5.00,True,PROFIT_TARGET,LOW 1399.64 <= TARGET 1401.13,146.26,58.50,1402.72,1399.64,1402.36,1401.13,-2633.45,70.15,01/11 14:50,01/11 14:55,7313.05,7366.55
326,LONG,2008-01-11 14:55:00,1402.72,2008-01-11 15:00:00,1400.62,5.00,1400.62,1403.56,3.50,-147.33,-152.33,-30.47,5.00,False,STOP_LOSS,LOW 1399.67 <= STOP 1400.62,147.33,58.93,1402.97,1399.67,1401.13,1400.62,-2785.78,69.94,01/11 14:55,01/11 15:00,7366.55,7214.22
327,SHORT,2008-01-11 15:05:00,1399.56,2008-01-11 15:10:00,1398.72,5.00,1401.66,1398.72,3.44,57.71,52.71,10.54,5.00,True,PROFIT_TARGET,LOW 1395.65 <= TARGET 1398.72,144.28,57.71,1399.56,1395.65,1400.62,1398.72,-2733.06,70.03,01/11 15:05,01/11 15:10,7214.22,7266.94
328,SHORT,2008-01-11 15:10:00,1396.29,2008-01-11 15:15:00,1398.38,5.00,1398.38,1395.45,3.47,-145.34,-150.34,-30.07,5.00,False,STOP_LOSS,HIGH 1398.40 >= STOP 1398.38,145.34,58.14,1398.40,1396.29,1398.72,1398.38,-2883.40,69.82,01/11 15:10,01/11 15:15,7266.94,7116.60
329,SHORT,2008-01-11 15:15:00,1396.91,2008-01-11 15:20:00,1396.07,5.00,1399.01,1396.07,3.40,56.93,51.93,10.39,5.00,True,PROFIT_TARGET,LOW 1394.83 <= TARGET 1396.07,142.33,56.93,1397.98,1394.83,1398.38,1396.07,-2831.47,69.91,01/11 15:15,01/11 15:20,7116.60,7168.53
330,LONG,2008-01-11 15:20:00,1397.83,2008-01-11 15:25:00,1398.67,5.00,1395.73,1398.67,3.42,57.35,52.35,10.47,5.00,True,PROFIT_TARGET,HIGH 1402.73 >= TARGET 1398.67,143.37,57.35,1402.73,1397.83,1396.07,1398.67,-2779.12,70.00,01/11 15:20,01/11 15:25,7168.53,7220.88
331,LONG,2008-01-11 15:25:00,1401.26,2008-01-11 15:30:00,1402.10,5.00,1399.16,1402.10,3.44,57.77,52.77,10.55,5.00,True,PROFIT_TARGET,HIGH 1402.24 >= TARGET 1402.10,144.42,57.77,1402.24,1398.84,1398.67,1402.10,-2726.36,70.09,01/11 15:25,01/11 15:30,7220.88,7273.64
332,LONG,2008-01-11 15:35:00,1405.29,2008-01-11 15:40:00,1403.18,5.00,1403.18,1406.13,3.45,-145.47,-150.47,-30.09,5.00,False,STOP_LOSS,LOW 1402.27 <= STOP 1403.18,145.47,58.19,1405.33,1402.27,1402.10,1403.18,-2876.83,69.88,01/11 15:35,01/11 15:40,7273.64,7123.17
333,SHORT,2008-01-11 15:40:00,1402.93,2008-01-11 15:45:00,1402.09,5.00,1405.03,1402.09,3.38,56.99,51.99,10.40,5.00,True,PROFIT_TARGET,LOW 1401.43 <= TARGET 1402.09,142.46,56.99,1403.80,1401.43,1403.18,1402.09,-2824.84,69.97,01/11 15:40,01/11 15:45,7123.17,7175.16
334,LONG,2008-01-11 15:45:00,1403.80,2008-01-11 15:50:00,1404.64,5.00,1401.69,1404.64,3.41,57.40,52.40,10.48,5.00,True,PROFIT_TARGET,HIGH 1405.89 >= TARGET 1404.64,143.50,57.40,1405.89,1403.19,1402.09,1404.64,-2772.44,70.06,01/11 15:45,01/11 15:50,7175.16,7227.56
335,SHORT,2008-01-11 15:50:00,1403.52,2008-01-11 15:55:00,1402.68,5.00,1405.63,1402.68,3.43,57.82,52.82,10.56,5.00,True,PROFIT_TARGET,LOW 1400.47 <= TARGET 1402.68,144.55,57.82,1403.52,1400.47,1404.64,1402.68,-2719.62,70.15,01/11 15:50,01/11 15:55,7227.56,7280.38
336,SHORT,2008-01-11 15:55:00,1400.74,2008-01-11 16:00:00,1401.05,5.00,1402.84,1399.90,3.47,-21.48,-26.48,-5.30,5.00,False,END_OF_SESSION,Session end at 16:00 - position forced closed,145.61,58.24,1400.74,1400.74,1402.68,1401.05,-2746.10,69.94,01/11 15:55,01/11 16:00,7280.38,7253.90
337,LONG,2008-01-14 10:00:00,1408.07,2008-01-14 10:05:00,1408.91,5.00,1405.96,1408.91,3.43,58.03,53.03,10.61,5.00,True,PROFIT_TARGET,HIGH 1409.38 >= TARGET 1408.91,145.08,58.03,1409.38,1407.07,1401.05,1408.91,-2693.07,70.03,01/14 10:00,01/14 10:05,7253.90,7306.93
338,LONG,2008-01-14 10:05:00,1409.23,2008-01-14 10:10:00,1410.08,5.00,1407.12,1410.08,3.46,58.46,53.46,10.69,5.00,True,PROFIT_TARGET,HIGH 1410.40 >= TARGET 1410.08,146.14,58.46,1410.40,1408.71,1408.91,1410.08,-2639.62,70.12,01/14 10:05,01/14 10:10,7306.93,7360.38
339,LONG,2008-01-14 10:10:00,1410.40,2008-01-14 10:30:00,1411.25,20.00,1408.28,1411.25,3.48,58.88,53.88,10.78,5.00,True,PROFIT_TARGET,HIGH 1411.41 >= TARGET 1411.25,147.21,58.88,1411.41,1408.82,1410.08,1411.25,-2585.73,70.21,01/14 10:10,01/14 10:30,7360.38,7414.27
340,LONG,2008-01-14 10:30:00,1411.41,2008-01-14 10:50:00,1409.29,20.00,1409.29,1412.26,3.50,-148.29,-153.29,-30.66,5.00,False,STOP_LOSS,LOW 1409.12 <= STOP 1409.29,148.29,59.31,1411.65,1409.12,1411.25,1409.29,-2739.02,70.00,01/14 10:30,01/14 10:50,7414.27,7260.98
341,SHORT,2008-01-14 10:50:00,1409.12,2008-01-14 10:55:00,1411.23,5.00,1411.23,1408.27,3.44,-145.22,-150.22,-30.04,5.00,False,STOP_LOSS,HIGH 1412.39 >= STOP 1411.23,145.22,58.09,1412.39,1408.91,1409.29,1411.23,-2889.24,69.79,01/14 10:50,01/14 10:55,7260.98,7110.76
342,LONG,2008-01-14 10:55:00,1411.91,2008-01-14 11:00:00,1412.76,5.00,1409.79,1412.76,3.36,56.89,51.89,10.38,5.00,True,PROFIT_TARGET,HIGH 1414.29 >= TARGET 1412.76,142.22,56.89,1414.29,1411.91,1411.23,1412.76,-2837.35,69.88,01/14 10:55,01/14 11:00,7110.76,7162.65
343,LONG,2008-01-14 11:00:00,1413.56,2008-01-14 11:15:00,1411.44,15.00,1411.44,1414.41,3.38,-143.25,-148.25,-29.65,5.00,False,STOP_LOSS,LOW 1411.14 <= STOP 1411.44,143.25,57.30,1413.85,1411.14,1412.76,1411.44,-2985.61,69.68,01/14 11:00,01/14 11:15,7162.65,7014.39
344,SHORT,2008-01-14 11:20:00,1410.47,2008-01-14 11:35:00,1409.62,15.00,1412.59,1409.62,3.32,56.12,51.12,10.22,5.00,True,PROFIT_TARGET,LOW 1409.61 <= TARGET 1409.62,140.29,56.12,1411.93,1409.61,1411.44,1409.62,-2934.49,69.77,01/14 11:20,01/14 11:35,7014.39,7065.51
345,LONG,2008-01-14 11:35:00,1409.90,2008-01-14 11:40:00,1410.75,5.00,1407.79,1410.75,3.34,56.52,51.52,10.30,5.00,True,PROFIT_TARGET,HIGH 1410.92 >= TARGET 1410.75,141.31,56.52,1410.92,1409.69,1409.62,1410.75,-2882.97,69.86,01/14 11:35,01/14 11:40,7065.51,7117.03
346,SHORT,2008-01-14 11:40:00,1410.11,2008-01-14 12:00:00,1409.26,20.00,1412.23,1409.26,3.36,56.94,51.94,10.39,5.00,True,PROFIT_TARGET,LOW 1408.62 <= TARGET 1409.26,142.34,56.94,1411.22,1408.62,1410.75,1409.26,-2831.03,69.94,01/14 11:40,01/14 12:00,7117.03,7168.97
347,SHORT,2008-01-14 12:05:00,1408.04,2008-01-14 12:15:00,1407.20,10.00,1410.15,1407.20,3.39,57.35,52.35,10.47,5.00,True,PROFIT_TARGET,LOW 1406.97 <= TARGET 1407.20,143.38,57.35,1408.32,1406.97,1409.26,1407.20,-2778.68,70.03,01/14 12:05,01/14 12:15,7168.97,7221.32
348,LONG,2008-01-14 12:15:00,1407.40,2008-01-14 12:25:00,1408.24,10.00,1405.29,1408.24,3.42,57.77,52.77,10.55,5.00,True,PROFIT_TARGET,HIGH 1408.40 >= TARGET 1408.24,144.43,57.77,1408.40,1407.02,1407.20,1408.24,-2725.91,70.11,01/14 12:15,01/14 12:25,7221.32,7274.09
349,SHORT,2008-01-14 12:25:00,1407.68,2008-01-14 12:40:00,1406.84,15.00,1409.79,1406.84,3.44,58.19,53.19,10.64,5.00,True,PROFIT_TARGET,LOW 1406.51 <= TARGET 1406.84,145.48,58.19,1408.46,1406.51,1408.24,1406.84,-2672.72,70.20,01/14 12:25,01/14 12:40,7274.09,7327.28
350,SHORT,2008-01-14 12:40:00,1406.57,2008-01-14 12:50:00,1408.68,10.00,1408.68,1405.73,3.47,-146.55,-151.55,-30.31,5.00,False,STOP_LOSS,HIGH 1408.76 >= STOP 1408.68,146.55,58.62,1408.76,1406.57,1406.84,1408.68,-2824.26,70.00,01/14 12:40,01/14 12:50,7327.28,7175.74
351,LONG,2008-01-14 12:55:00,1408.84,2008-01-14 13:10:00,1409.69,15.00,1406.73,1409.69,3.40,57.41,52.41,10.48,5.00,True,PROFIT_TARGET,HIGH 1409.97 >= TARGET 1409.69,143.51,57.41,1409.97,1407.98,1408.68,1409.69,-2771.86,70.09,01/14 12:55,01/14 13:10,7175.74,7228.14
352,SHORT,2008-01-14 13:10:00,1408.31,2008-01-14 13:20:00,1410.42,10.00,1410.42,1407.47,3.42,-144.56,-149.56,-29.91,5.00,False,STOP_LOSS,HIGH 1410.47 >= STOP 1410.42,144.56,57.83,1410.47,1408.09,1409.69,1410.42,-2921.42,69.89,01/14 13:10,01/14 13:20,7228.14,7078.58
353,SHORT,2008-01-14 13:20:00,1409.63,2008-01-14 13:25:00,1408.78,5.00,1411.74,1408.78,3.35,56.63,51.63,10.33,5.00,True,PROFIT_TARGET,LOW 1408.60 <= TARGET 1408.78,141.57,56.63,1410.58,1408.60,1410.42,1408.78,-2869.79,69.97,01/14 13:20,01/14 13:25,7078.58,7130.21
354,LONG,2008-01-14 13:30:00,1409.79,2008-01-14 13:35:00,1410.64,5.00,1407.68,1410.64,3.37,57.04,52.04,10.41,5.00,True,PROFIT_TARGET,HIGH 1411.18 >= TARGET 1410.64,142.60,57.04,1411.18,1409.34,1408.78,1410.64,-2817.75,70.06,01/14 13:30,01/14 13:35,7130.21,7182.25
355,LONG,2008-01-14 13:35:00,1411.18,2008-01-14 13:45:00,1412.03,10.00,1409.06,1412.03,3.39,57.46,52.46,10.49,5.00,True,PROFIT_TARGET,HIGH 1412.74 >= TARGET 1412.03,143.65,57.46,1412.74,1410.45,1410.64,1412.03,-2765.29,70.14,01/14 13:35,01/14 13:45,7182.25,7234.71
356,LONG,2008-01-14 13:45:00,1412.35,2008-01-14 13:55:00,1413.20,10.00,1410.23,1413.20,3.41,57.88,52.88,10.58,5.00,True,PROFIT_TARGET,HIGH 1413.78 >= TARGET 1413.20,144.69,57.88,1413.78,1411.72,1412.03,1413.20,-2712.41,70.22,01/14 13:45,01/14 13:55,7234.71,7287.59
357,SHORT,2008-01-14 14:00:00,1412.55,2008-01-14 14:10:00,1411.70,10.00,1414.67,1411.70,3.44,58.30,53.30,10.66,5.00,True,PROFIT_TARGET,LOW 1411.46 <= TARGET 1411.70,145.75,58.30,1412.55,1411.46,1413.20,1411.70,-2659.11,70.31,01/14 14:00,01/14 14:10,7287.59,7340.89
358,SHORT,2008-01-14 14:10:00,1411.52,2008-01-14 14:15:00,1410.67,5.00,1413.64,1410.67,3.47,58.73,53.73,10.75,5.00,True,PROFIT_TARGET,LOW 1410.01 <= TARGET 1410.67,146.82,58.73,1411.52,1410.01,1411.70,1410.67,-2605.38,70.39,01/14 14:10,01/14 14:15,7340.89,7394.62
359,SHORT,2008-01-14 14:15:00,1410.19,2008-01-14 14:30:00,1412.31,15.00,1412.31,1409.34,3.50,-147.89,-152.89,-30.58,5.00,False,STOP_LOSS,HIGH 1414.00 >= STOP 1412.31,147.89,59.16,1414.00,1410.18,1410.67,1412.31,-2758.28,70.19,01/14 14:15,01/14 14:30,7394.62,7241.72
360,LONG,2008-01-14 14:30:00,1413.33,2008-01-14 14:35:00,1414.18,5.00,1411.21,1414.18,3.42,57.93,52.93,10.59,5.00,True,PROFIT_TARGET,HIGH 1415.56 >= TARGET 1414.18,144.83,57.93,1415.56,1413.04,1412.31,1414.18,-2705.34,70.28,01/14 14:30,01/14 14:35,7241.72,7294.66
361,LONG,2008-01-14 14:35:00,1415.51,2008-01-14 14:50:00,1413.39,15.00,1413.39,1416.36,3.44,-145.89,-150.89,-30.18,5.00,False,STOP_LOSS,LOW 1413.12 <= STOP 1413.39,145.89,58.36,1416.09,1413.12,1414.18,1413.39,-2856.24,70.08,01/14 14:35,01/14 14:50,7294.66,7143.76
362,LONG,2008-01-14 14:50:00,1413.54,2008-01-14 14:55:00,1414.39,5.00,1411.42,1414.39,3.37,57.15,52.15,10.43,5.00,True,PROFIT_TARGET,HIGH 1415.98 >= TARGET 1414.39,142.88,57.15,1415.98,1413.49,1413.39,1414.39,-2804.09,70.17,01/14 14:50,01/14 14:55,7143.76,7195.91
363,LONG,2008-01-14 14:55:00,1415.97,2008-01-14 15:00:00,1416.82,5.00,1413.85,1416.82,3.39,57.57,52.57,10.51,5.00,True,PROFIT_TARGET,HIGH 1416.94 >= TARGET 1416.82,143.92,57.57,1416.94,1415.59,1414.39,1416.82,-2751.52,70.25,01/14 14:55,01/14 15:00,7195.91,7248.48
364,SHORT,2008-01-14 15:00:00,1415.82,2008-01-14 15:10:00,1414.97,10.00,1417.94,1414.97,3.41,57.99,52.99,10.60,5.00,True,PROFIT_TARGET,LOW 1413.62 <= TARGET 1414.97,144.97,57.99,1417.06,1413.62,1416.82,1414.97,-2698.53,70.33,01/14 15:00,01/14 15:10,7248.48,7301.47
365,SHORT,2008-01-14 15:10:00,1413.89,2008-01-14 15:20:00,1413.04,10.00,1416.01,1413.04,3.44,58.41,53.41,10.68,5.00,True,PROFIT_TARGET,LOW 1412.45 <= TARGET 1413.04,146.03,58.41,1414.78,1412.45,1414.97,1413.04,-2645.12,70.41,01/14 15:10,01/14 15:20,7301.47,7354.88
366,SHORT,2008-01-14 15:20:00,1412.77,2008-01-14 15:35:00,1414.89,15.00,1414.89,1411.92,3.47,-147.10,-152.10,-30.42,5.00,False,STOP_LOSS,HIGH 1415.18 >= STOP 1414.89,147.10,58.84,1415.18,1412.72,1413.04,1414.89,-2797.22,70.22,01/14 15:20,01/14 15:35,7354.88,7202.78
367,LONG,2008-01-14 15:40:00,1417.02,2008-01-14 16:00:00,1416.25,20.00,1414.89,1417.87,3.39,-52.19,-57.19,-11.44,5.00,False,END_OF_SESSION,Session end at 16:00 - position forced closed,144.06,57.62,1417.54,1415.29,1414.89,1416.25,-2854.40,70.03,01/14 15:40,01/14 16:00,7202.78,7145.60
368,SHORT,2008-01-15 10:00:00,1398.19,2008-01-15 10:05:00,1397.35,5.00,1400.29,1397.35,3.41,57.16,52.16,10.43,5.00,True,PROFIT_TARGET,LOW 1396.36 <= TARGET 1397.35,142.91,57.16,1399.05,1396.36,1416.25,1397.35,-2802.24,70.11,01/15 10:00,01/15 10:05,7145.60,7197.76
369,SHORT,2008-01-15 10:05:00,1396.36,2008-01-15 10:10:00,1395.52,5.00,1398.45,1395.52,3.44,57.58,52.58,10.52,5.00,True,PROFIT_TARGET,LOW 1393.06 <= TARGET 1395.52,143.96,57.58,1397.09,1393.06,1397.35,1395.52,-2749.66,70.19,01/15 10:05,01/15 10:10,7197.76,7250.34
370,SHORT,2008-01-15 10:10:00,1393.24,2008-01-15 10:15:00,1392.40,5.00,1395.33,1392.40,3.47,58.00,53.00,10.60,5.00,True,PROFIT_TARGET,LOW 1391.88 <= TARGET 1392.40,145.01,58.00,1394.89,1391.88,1395.52,1392.40,-2696.65,70.27,01/15 10:10,01/15 10:15,7250.34,7303.35
371,SHORT,2008-01-15 10:15:00,1391.95,2008-01-15 10:25:00,1391.11,10.00,1394.04,1391.11,3.50,58.43,53.43,10.69,5.00,True,PROFIT_TARGET,LOW 1390.61 <= TARGET 1391.11,146.07,58.43,1393.11,1390.61,1392.40,1391.11,-2643.23,70.35,01/15 10:15,01/15 10:25,7303.35,7356.77
372,LONG,2008-01-15 10:25:00,1391.88,2008-01-15 10:30:00,1392.72,5.00,1389.79,1392.72,3.52,58.85,53.85,10.77,5.00,True,PROFIT_TARGET,HIGH 1393.63 >= TARGET 1392.72,147.14,58.85,1393.63,1391.19,1391.11,1392.72,-2589.37,70.43,01/15 10:25,01/15 10:30,7356.77,7410.63
373,LONG,2008-01-15 10:30:00,1392.93,2008-01-15 10:35:00,1390.84,5.00,1390.84,1393.77,3.55,-148.21,-153.21,-30.64,5.00,False,STOP_LOSS,LOW 1390.40 <= STOP 1390.84,148.21,59.29,1393.64,1390.40,1392.72,1390.84,-2742.59,70.24,01/15 10:30,01/15 10:35,7410.63,7257.41
374,LONG,2008-01-15 10:35:00,1391.08,2008-01-15 10:40:00,1388.99,5.00,1388.99,1391.91,3.48,-145.15,-150.15,-30.03,5.00,False,STOP_LOSS,LOW 1386.77 <= STOP 1388.99,145.15,58.06,1391.08,1386.77,1390.84,1388.99,-2892.73,70.05,01/15 10:35,01/15 10:40,7257.41,7107.27
375,SHORT,2008-01-15 10:40:00,1387.65,2008-01-15 11:05:00,1389.73,25.00,1389.73,1386.82,3.41,-142.15,-147.15,-29.43,5.00,False,STOP_LOSS,HIGH 1389.77 >= STOP 1389.73,142.15,56.86,1389.77,1387.34,1388.99,1389.73,-3039.88,69.87,01/15 10:40,01/15 11:05,7107.27,6960.12
376,SHORT,2008-01-15 11:05:00,1388.77,2008-01-15 11:10:00,1390.85,5.00,1390.85,1387.94,3.34,-139.20,-144.20,-28.84,5.00,False,STOP_LOSS,HIGH 1391.61 >= STOP 1390.85,139.20,55.68,1391.61,1388.64,1389.73,1390.85,-3184.08,69.68,01/15 11:05,01/15 11:10,6960.12,6815.92
377,LONG,2008-01-15 11:10:00,1391.35,2008-01-15 11:20:00,1389.26,10.00,1389.26,1392.18,3.27,-136.32,-141.32,-28.26,5.00,False,STOP_LOSS,LOW 1388.96 <= STOP 1389.26,136.32,54.53,1391.35,1388.96,1390.85,1389.26,-3325.40,69.50,01/15 11:10,01/15 11:20,6815.92,6674.60
378,SHORT,2008-01-15 11:25:00,1387.97,2008-01-15 11:30:00,1387.14,5.00,1390.05,1387.14,3.21,53.40,48.40,9.68,5.00,True,PROFIT_TARGET,LOW 1386.40 <= TARGET 1387.14,133.49,53.40,1388.16,1386.40,1389.26,1387.14,-3277.00,69.58,01/15 11:25,01/15 11:30,6674.60,6723.00
379,LONG,2008-01-15 11:30:00,1388.16,2008-01-15 11:40:00,1386.08,10.00,1386.08,1388.99,3.23,-134.46,-139.46,-27.89,5.00,False,STOP_LOSS,LOW 1385.61 <= STOP 1386.08,134.46,53.78,1388.62,1385.61,1387.14,1386.08,-3416.46,69.39,01/15 11:30,01/15 11:40,6723.00,6583.54
380,SHORT,2008-01-15 11:40:00,1385.90,2008-01-15 11:45:00,1385.07,5.00,1387.98,1385.07,3.17,52.67,47.67,9.53,5.00,True,PROFIT_TARGET,LOW 1384.44 <= TARGET 1385.07,131.67,52.67,1386.65,1384.44,1386.08,1385.07,-3368.79,69.47,01/15 11:40,01/15 11:45,6583.54,6631.21
381,LONG,2008-01-15 11:50:00,1385.44,2008-01-15 11:55:00,1386.27,5.00,1383.36,1386.27,3.19,53.05,48.05,9.61,5.00,True,PROFIT_TARGET,HIGH 1387.57 >= TARGET 1386.27,132.62,53.05,1387.57,1385.37,1385.07,1386.27,-3320.74,69.55,01/15 11:50,01/15 11:55,6631.21,6679.26
