trade_number,direction,entry_time,entry_price,exit_time,exit_price,duration_minutes,stop_loss,profit_target,position_size,gross_pnl,net_pnl,pnl_percentage,transaction_costs,is_winner,exit_reason,triggered_by,risk_amount,reward_amount,position_high,position_low,baseline_before,baseline_after,cumulative_pnl,running_win_rate,entry_time_str,exit_time_str,account_balance_before,account_balance_after
728,SHORT,2008-01-23 15:40:00,1331.85,2008-01-23 15:45:00,1331.05,5.00,1333.85,1331.05,2.49,39.81,34.81,6.96,5.00,True,PROFIT_TARGET,LOW 1330.82 <= TARGET 1331.05,99.52,39.81,1338.04,1330.82,1333.25,1331.05,-4989.05,70.19,01/23 15:40,01/23 15:45,4976.14,5010.95
729,LONG,2008-01-23 15:45:00,1338.04,2008-01-23 15:50:00,1338.84,5.00,1336.03,1338.84,2.50,40.09,35.09,7.02,5.00,True,PROFIT_TARGET,HIGH 1339.09 >= TARGET 1338.84,100.22,40.09,1339.09,1335.04,1331.05,1338.84,-4953.96,70.23,01/23 15:45,01/23 15:50,5010.95,5046.04
730,SHORT,2008-01-23 15:50:00,1335.04,2008-01-23 15:55:00,1337.04,5.00,1337.04,1334.24,2.52,-100.92,-105.92,-21.18,5.00,False,STOP_LOSS,HIGH 1338.32 >= STOP 1337.04,100.92,40.37,1338.32,1335.04,1338.84,1337.04,-5059.89,70.14,01/23 15:50,01/23 15:55,5046.04,4940.11
731,LONG,2008-01-23 15:55:00,1338.09,2008-01-23 16:00:00,1338.58,5.00,1336.08,1338.89,2.46,24.12,19.12,3.82,5.00,True,END_OF_SESSION,Session end at 16:00 - position forced closed,98.80,39.52,1338.09,1338.09,1337.04,1338.58,-5040.76,70.18,01/23 15:55,01/23 16:00,4940.11,4959.24
732,LONG,2008-01-24 10:00:00,1353.24,2008-01-24 10:05:00,1351.21,5.00,1351.21,1354.05,2.44,-99.18,-104.18,-20.84,5.00,False,STOP_LOSS,LOW 1346.90 <= STOP 1351.21,99.18,39.67,1353.24,1346.90,1338.58,1351.21,-5144.95,70.08,01/24 10:00,01/24 10:05,4959.24,4855.05
733,SHORT,2008-01-24 10:05:00,1347.70,2008-01-24 10:10:00,1346.89,5.00,1349.72,1346.89,2.40,38.84,33.84,6.77,5.00,True,PROFIT_TARGET,LOW 1339.52 <= TARGET 1346.89,97.10,38.84,1348.93,1339.52,1351.21,1346.89,-5111.11,70.12,01/24 10:05,01/24 10:10,4855.05,4888.89
734,SHORT,2008-01-24 10:10:00,1339.52,2008-01-24 10:15:00,1338.72,5.00,1341.53,1338.72,2.43,39.11,34.11,6.82,5.00,True,PROFIT_TARGET,LOW 1337.98 <= TARGET 1338.72,97.78,39.11,1340.86,1337.98,1346.89,1338.72,-5077.00,70.16,01/24 10:10,01/24 10:15,4888.89,4923.00
735,LONG,2008-01-24 10:15:00,1339.90,2008-01-24 10:20:00,1337.89,5.00,1337.89,1340.70,2.45,-98.46,-103.46,-20.69,5.00,False,STOP_LOSS,LOW 1334.31 <= STOP 1337.89,98.46,39.38,1339.90,1334.31,1338.72,1337.89,-5180.46,70.07,01/24 10:15,01/24 10:20,4923.00,4819.54
736,LONG,2008-01-24 10:20:00,1338.13,2008-01-24 10:25:00,1338.93,5.00,1336.12,1338.93,2.40,38.56,33.56,6.71,5.00,True,PROFIT_TARGET,HIGH 1341.81 >= TARGET 1338.93,96.39,38.56,1341.81,1338.04,1337.89,1338.93,-5146.90,70.11,01/24 10:20,01/24 10:25,4819.54,4853.10
737,LONG,2008-01-24 10:25:00,1341.49,2008-01-24 10:30:00,1339.48,5.00,1339.48,1342.29,2.41,-97.06,-102.06,-20.41,5.00,False,STOP_LOSS,LOW 1337.64 <= STOP 1339.48,97.06,38.82,1342.05,1337.64,1338.93,1339.48,-5248.96,70.01,01/24 10:25,01/24 10:30,4853.10,4751.04
738,LONG,2008-01-24 10:30:00,1340.29,2008-01-24 10:35:00,1341.09,5.00,1338.28,1341.09,2.36,38.01,33.01,6.60,5.00,True,PROFIT_TARGET,HIGH 1346.38 >= TARGET 1341.09,95.02,38.01,1346.38,1339.70,1339.48,1341.09,-5215.96,70.05,01/24 10:30,01/24 10:35,4751.04,4784.04
739,LONG,2008-01-24 10:35:00,1346.03,2008-01-24 10:40:00,1344.01,5.00,1344.01,1346.84,2.37,-95.68,-100.68,-20.14,5.00,False,STOP_LOSS,LOW 1343.02 <= STOP 1344.01,95.68,38.27,1346.59,1343.02,1341.09,1344.01,-5316.64,69.96,01/24 10:35,01/24 10:40,4784.04,4683.36
740,LONG,2008-01-24 10:40:00,1344.81,2008-01-24 10:45:00,1345.62,5.00,1342.79,1345.62,2.32,37.47,32.47,6.49,5.00,True,PROFIT_TARGET,HIGH 1346.19 >= TARGET 1345.62,93.67,37.47,1346.19,1342.76,1344.01,1345.62,-5284.17,70.00,01/24 10:40,01/24 10:45,4683.36,4715.83
741,SHORT,2008-01-24 10:45:00,1344.76,2008-01-24 10:50:00,1343.95,5.00,1346.78,1343.95,2.34,37.73,32.73,6.55,5.00,True,PROFIT_TARGET,LOW 1341.44 <= TARGET 1343.95,94.32,37.73,1345.18,1341.44,1345.62,1343.95,-5251.44,70.04,01/24 10:45,01/24 10:50,4715.83,4748.56
742,SHORT,2008-01-24 10:50:00,1342.12,2008-01-24 10:55:00,1341.31,5.00,1344.13,1341.31,2.36,37.99,32.99,6.60,5.00,True,PROFIT_TARGET,LOW 1340.39 <= TARGET 1341.31,94.97,37.99,1344.32,1340.39,1343.95,1341.31,-5218.45,70.08,01/24 10:50,01/24 10:55,4748.56,4781.55
743,SHORT,2008-01-24 10:55:00,1340.39,2008-01-24 11:00:00,1339.59,5.00,1342.40,1339.59,2.38,38.25,33.25,6.65,5.00,True,PROFIT_TARGET,LOW 1337.29 <= TARGET 1339.59,95.63,38.25,1340.40,1337.29,1341.31,1339.59,-5185.20,70.12,01/24 10:55,01/24 11:00,4781.55,4814.80
744,SHORT,2008-01-24 11:00:00,1338.62,2008-01-24 11:05:00,1337.82,5.00,1340.63,1337.82,2.40,38.52,33.52,6.70,5.00,True,PROFIT_TARGET,LOW 1337.51 <= TARGET 1337.82,96.30,38.52,1339.99,1337.51,1339.59,1337.82,-5151.68,70.16,01/24 11:00,01/24 11:05,4814.80,4848.32
745,LONG,2008-01-24 11:05:00,1339.18,2008-01-24 11:10:00,1339.98,5.00,1337.17,1339.98,2.41,38.79,33.79,6.76,5.00,True,PROFIT_TARGET,HIGH 1343.85 >= TARGET 1339.98,96.97,38.79,1343.85,1339.18,1337.82,1339.98,-5117.90,70.20,01/24 11:05,01/24 11:10,4848.32,4882.10
746,LONG,2008-01-24 11:10:00,1342.79,2008-01-24 11:20:00,1343.60,10.00,1340.78,1343.60,2.42,39.06,34.06,6.81,5.00,True,PROFIT_TARGET,HIGH 1344.71 >= TARGET 1343.60,97.64,39.06,1344.71,1341.08,1339.98,1343.60,-5083.84,70.24,01/24 11:10,01/24 11:20,4882.10,4916.16
747,LONG,2008-01-24 11:20:00,1344.21,2008-01-24 11:25:00,1345.02,5.00,1342.19,1345.02,2.44,39.33,34.33,6.87,5.00,True,PROFIT_TARGET,HIGH 1347.77 >= TARGET 1345.02,98.32,39.33,1347.77,1344.21,1343.60,1345.02,-5049.51,70.28,01/24 11:20,01/24 11:25,4916.16,4950.49
748,LONG,2008-01-24 11:25:00,1347.77,2008-01-24 11:30:00,1345.75,5.00,1345.75,1348.58,2.45,-99.01,-104.01,-20.80,5.00,False,STOP_LOSS,LOW 1345.11 <= STOP 1345.75,99.01,39.60,1347.77,1345.11,1345.02,1345.75,-5153.52,70.19,01/24 11:25,01/24 11:30,4950.49,4846.48
749,LONG,2008-01-24 11:30:00,1346.37,2008-01-24 11:40:00,1347.18,10.00,1344.35,1347.18,2.40,38.77,33.77,6.75,5.00,True,PROFIT_TARGET,HIGH 1347.28 >= TARGET 1347.18,96.93,38.77,1347.28,1344.73,1345.75,1347.18,-5119.75,70.23,01/24 11:30,01/24 11:40,4846.48,4880.25
750,SHORT,2008-01-24 11:40:00,1346.00,2008-01-24 11:45:00,1348.02,5.00,1348.02,1345.19,2.42,-97.61,-102.61,-20.52,5.00,False,STOP_LOSS,HIGH 1349.90 >= STOP 1348.02,97.61,39.04,1349.90,1346.00,1347.18,1348.02,-5222.35,70.13,01/24 11:40,01/24 11:45,4880.25,4777.65
751,LONG,2008-01-24 11:45:00,1348.66,2008-01-24 11:50:00,1349.47,5.00,1346.64,1349.47,2.36,38.22,33.22,6.64,5.00,True,PROFIT_TARGET,HIGH 1349.60 >= TARGET 1349.47,95.55,38.22,1349.60,1347.72,1348.02,1349.47,-5189.13,70.17,01/24 11:45,01/24 11:50,4777.65,4810.87
752,SHORT,2008-01-24 11:50:00,1347.76,2008-01-24 11:55:00,1346.95,5.00,1349.78,1346.95,2.38,38.49,33.49,6.70,5.00,True,PROFIT_TARGET,LOW 1345.81 <= TARGET 1346.95,96.22,38.49,1347.85,1345.81,1349.47,1346.95,-5155.65,70.21,01/24 11:50,01/24 11:55,4810.87,4844.35
753,SHORT,2008-01-24 11:55:00,1346.24,2008-01-24 12:00:00,1345.43,5.00,1348.26,1345.43,2.40,38.75,33.75,6.75,5.00,True,PROFIT_TARGET,LOW 1344.93 <= TARGET 1345.43,96.89,38.75,1346.52,1344.93,1346.95,1345.43,-5121.89,70.25,01/24 11:55,01/24 12:00,4844.35,4878.11
754,LONG,2008-01-24 12:00:00,1346.52,2008-01-24 12:05:00,1347.33,5.00,1344.50,1347.33,2.42,39.02,34.02,6.80,5.00,True,PROFIT_TARGET,HIGH 1347.37 >= TARGET 1347.33,97.56,39.02,1347.37,1345.42,1345.43,1347.33,-5087.87,70.29,01/24 12:00,01/24 12:05,4878.11,4912.13
755,SHORT,2008-01-24 12:05:00,1345.91,2008-01-24 12:10:00,1345.10,5.00,1347.93,1345.10,2.43,39.30,34.30,6.86,5.00,True,PROFIT_TARGET,LOW 1345.10 <= TARGET 1345.10,98.24,39.30,1346.40,1345.10,1347.33,1345.10,-5053.57,70.33,01/24 12:05,01/24 12:10,4912.13,4946.43
756,LONG,2008-01-24 12:15:00,1345.74,2008-01-24 12:20:00,1343.72,5.00,1343.72,1346.55,2.45,-98.93,-103.93,-20.79,5.00,False,STOP_LOSS,LOW 1343.28 <= STOP 1343.72,98.93,39.57,1345.91,1343.28,1345.10,1343.72,-5157.50,70.24,01/24 12:15,01/24 12:20,4946.43,4842.50
757,SHORT,2008-01-24 12:20:00,1343.28,2008-01-24 12:25:00,1342.47,5.00,1345.29,1342.47,2.40,38.74,33.74,6.75,5.00,True,PROFIT_TARGET,LOW 1341.11 <= TARGET 1342.47,96.85,38.74,1343.28,1341.11,1343.72,1342.47,-5123.76,70.28,01/24 12:20,01/24 12:25,4842.50,4876.24
758,SHORT,2008-01-24 12:25:00,1342.11,2008-01-24 12:35:00,1341.30,10.00,1344.12,1341.30,2.42,39.01,34.01,6.80,5.00,True,PROFIT_TARGET,LOW 1337.17 <= TARGET 1341.30,97.52,39.01,1342.78,1337.17,1342.47,1341.30,-5089.75,70.32,01/24 12:25,01/24 12:35,4876.24,4910.25
759,SHORT,2008-01-24 12:35:00,1337.17,2008-01-24 12:40:00,1339.18,5.00,1339.18,1336.37,2.45,-98.21,-103.21,-20.64,5.00,False,STOP_LOSS,HIGH 1339.97 >= STOP 1339.18,98.21,39.28,1339.97,1337.00,1341.30,1339.18,-5192.95,70.22,01/24 12:35,01/24 12:40,4910.25,4807.05
760,LONG,2008-01-24 12:40:00,1339.59,2008-01-24 12:45:00,1340.39,5.00,1337.58,1340.39,2.39,38.46,33.46,6.69,5.00,True,PROFIT_TARGET,HIGH 1340.59 >= TARGET 1340.39,96.14,38.46,1340.59,1339.04,1339.18,1340.39,-5159.50,70.26,01/24 12:40,01/24 12:45,4807.05,4840.50
761,LONG,2008-01-24 12:50:00,1342.11,2008-01-24 12:55:00,1342.92,5.00,1340.10,1342.92,2.40,38.72,33.72,6.74,5.00,True,PROFIT_TARGET,HIGH 1344.62 >= TARGET 1342.92,96.81,38.72,1344.62,1342.11,1340.39,1342.92,-5125.77,70.30,01/24 12:50,01/24 12:55,4840.50,4874.23
762,LONG,2008-01-24 12:55:00,1344.26,2008-01-24 13:05:00,1342.24,10.00,1342.24,1345.07,2.42,-97.48,-102.48,-20.50,5.00,False,STOP_LOSS,LOW 1338.40 <= STOP 1342.24,97.48,38.99,1344.93,1338.40,1342.92,1342.24,-5228.26,70.21,01/24 12:55,01/24 13:05,4874.23,4771.74
763,SHORT,2008-01-24 13:05:00,1339.08,2008-01-24 13:10:00,1341.09,5.00,1341.09,1338.28,2.38,-95.43,-100.43,-20.09,5.00,False,STOP_LOSS,HIGH 1343.93 >= STOP 1341.09,95.43,38.17,1343.93,1338.63,1342.24,1341.09,-5328.69,70.12,01/24 13:05,01/24 13:10,4771.74,4671.31
764,LONG,2008-01-24 13:10:00,1343.93,2008-01-24 13:25:00,1341.91,15.00,1341.91,1344.74,2.32,-93.43,-98.43,-19.69,5.00,False,STOP_LOSS,LOW 1340.42 <= STOP 1341.91,93.43,37.37,1344.60,1340.42,1341.09,1341.91,-5427.12,70.03,01/24 13:10,01/24 13:25,4671.31,4572.88
765,SHORT,2008-01-24 13:25:00,1340.42,2008-01-24 13:30:00,1339.62,5.00,1342.43,1339.62,2.27,36.58,31.58,6.32,5.00,True,PROFIT_TARGET,LOW 1339.46 <= TARGET 1339.62,91.46,36.58,1342.23,1339.46,1341.91,1339.62,-5395.53,70.07,01/24 13:25,01/24 13:30,4572.88,4604.47
766,LONG,2008-01-24 13:30:00,1340.98,2008-01-24 13:35:00,1341.78,5.00,1338.97,1341.78,2.29,36.84,31.84,6.37,5.00,True,PROFIT_TARGET,HIGH 1342.16 >= TARGET 1341.78,92.09,36.84,1342.16,1340.66,1339.62,1341.78,-5363.70,70.10,01/24 13:30,01/24 13:35,4604.47,4636.30
767,SHORT,2008-01-24 13:35:00,1341.57,2008-01-24 13:40:00,1343.58,5.00,1343.58,1340.77,2.30,-92.73,-97.73,-19.55,5.00,False,STOP_LOSS,HIGH 1346.54 >= STOP 1343.58,92.73,37.09,1346.54,1341.57,1341.78,1343.58,-5461.43,70.01,01/24 13:35,01/24 13:40,4636.30,4538.57
768,LONG,2008-01-24 13:40:00,1345.12,2008-01-24 13:45:00,1345.93,5.00,1343.10,1345.93,2.25,36.31,31.31,6.26,5.00,True,PROFIT_TARGET,HIGH 1347.00 >= TARGET 1345.93,90.77,36.31,1347.00,1345.12,1343.58,1345.93,-5430.12,70.05,01/24 13:40,01/24 13:45,4538.57,4569.88
769,LONG,2008-01-24 13:45:00,1346.44,2008-01-24 13:50:00,1347.25,5.00,1344.42,1347.25,2.26,36.56,31.56,6.31,5.00,True,PROFIT_TARGET,HIGH 1349.50 >= TARGET 1347.25,91.40,36.56,1349.50,1346.44,1345.93,1347.25,-5398.56,70.09,01/24 13:45,01/24 13:50,4569.88,4601.44
770,LONG,2008-01-24 13:50:00,1349.50,2008-01-24 13:55:00,1347.48,5.00,1347.48,1350.31,2.27,-92.03,-97.03,-19.41,5.00,False,STOP_LOSS,LOW 1346.19 <= STOP 1347.48,92.03,36.81,1349.50,1346.19,1347.25,1347.48,-5495.59,70.00,01/24 13:50,01/24 13:55,4601.44,4504.41
771,SHORT,2008-01-24 13:55:00,1346.71,2008-01-24 14:00:00,1345.90,5.00,1348.73,1345.90,2.23,36.04,31.04,6.21,5.00,True,PROFIT_TARGET,LOW 1345.01 <= TARGET 1345.90,90.09,36.04,1346.80,1345.01,1347.48,1345.90,-5464.55,70.04,01/24 13:55,01/24 14:00,4504.41,4535.45
772,LONG,2008-01-24 14:00:00,1346.66,2008-01-24 14:05:00,1347.47,5.00,1344.64,1347.47,2.25,36.28,31.28,6.26,5.00,True,PROFIT_TARGET,HIGH 1350.59 >= TARGET 1347.47,90.71,36.28,1350.59,1346.66,1345.90,1347.47,-5433.27,70.08,01/24 14:00,01/24 14:05,4535.45,4566.73
773,LONG,2008-01-24 14:05:00,1349.70,2008-01-24 14:10:00,1347.68,5.00,1347.68,1350.51,2.26,-91.33,-96.33,-19.27,5.00,False,STOP_LOSS,LOW 1346.69 <= STOP 1347.68,91.33,36.53,1350.46,1346.69,1347.47,1347.68,-5529.60,69.99,01/24 14:05,01/24 14:10,4566.73,4470.40
774,LONG,2008-01-24 14:10:00,1348.29,2008-01-24 14:15:00,1349.10,5.00,1346.27,1349.10,2.21,35.76,30.76,6.15,5.00,True,PROFIT_TARGET,HIGH 1350.08 >= TARGET 1349.10,89.41,35.76,1350.08,1347.02,1347.68,1349.10,-5498.84,70.03,01/24 14:10,01/24 14:15,4470.40,4501.16
775,SHORT,2008-01-24 14:15:00,1347.02,2008-01-24 14:20:00,1349.04,5.00,1349.04,1346.21,2.23,-90.02,-95.02,-19.00,5.00,False,STOP_LOSS,HIGH 1352.29 >= STOP 1349.04,90.02,36.01,1352.29,1347.02,1349.10,1349.04,-5593.86,69.94,01/24 14:15,01/24 14:20,4501.16,4406.14
776,LONG,2008-01-24 14:20:00,1352.29,2008-01-24 14:25:00,1353.10,5.00,1350.26,1353.10,2.17,35.25,30.25,6.05,5.00,True,PROFIT_TARGET,HIGH 1353.19 >= TARGET 1353.10,88.12,35.25,1353.19,1351.08,1349.04,1353.10,-5563.61,69.97,01/24 14:20,01/24 14:25,4406.14,4436.39
777,SHORT,2008-01-24 14:25:00,1351.99,2008-01-24 14:30:00,1351.18,5.00,1354.02,1351.18,2.19,35.49,30.49,6.10,5.00,True,PROFIT_TARGET,LOW 1350.83 <= TARGET 1351.18,88.73,35.49,1352.70,1350.83,1353.10,1351.18,-5533.12,70.01,01/24 14:25,01/24 14:30,4436.39,4466.88
778,LONG,2008-01-24 14:35:00,1354.09,2008-01-24 14:40:00,1354.90,5.00,1352.06,1354.90,2.20,35.74,30.74,6.15,5.00,True,PROFIT_TARGET,HIGH 1355.15 >= TARGET 1354.90,89.34,35.74,1355.15,1351.26,1351.18,1354.90,-5502.39,70.05,01/24 14:35,01/24 14:40,4466.88,4497.61
779,SHORT,2008-01-24 14:40:00,1351.89,2008-01-24 14:45:00,1351.08,5.00,1353.92,1351.08,2.22,35.98,30.98,6.20,5.00,True,PROFIT_TARGET,LOW 1348.85 <= TARGET 1351.08,89.95,35.98,1352.34,1348.85,1354.90,1351.08,-5471.41,70.09,01/24 14:40,01/24 14:45,4497.61,4528.59
780,SHORT,2008-01-24 14:45:00,1349.13,2008-01-24 14:50:00,1348.32,5.00,1351.15,1348.32,2.24,36.23,31.23,6.25,5.00,True,PROFIT_TARGET,LOW 1345.64 <= TARGET 1348.32,90.57,36.23,1349.60,1345.64,1351.08,1348.32,-5440.18,70.13,01/24 14:45,01/24 14:50,4528.59,4559.82
781,SHORT,2008-01-24 14:50:00,1346.32,2008-01-24 14:55:00,1345.51,5.00,1348.34,1345.51,2.26,36.48,31.48,6.30,5.00,True,PROFIT_TARGET,LOW 1341.91 <= TARGET 1345.51,91.20,36.48,1346.81,1341.91,1348.32,1345.51,-5408.70,70.17,01/24 14:50,01/24 14:55,4559.82,4591.30
782,SHORT,2008-01-24 14:55:00,1344.54,2008-01-24 15:00:00,1343.73,5.00,1346.56,1343.73,2.28,36.73,31.73,6.35,5.00,True,PROFIT_TARGET,LOW 1343.11 <= TARGET 1343.73,91.83,36.73,1346.95,1343.11,1345.51,1343.73,-5376.97,70.20,01/24 14:55,01/24 15:00,4591.30,4623.03
783,LONG,2008-01-24 15:00:00,1346.95,2008-01-24 15:15:00,1344.93,15.00,1344.93,1347.76,2.29,-92.46,-97.46,-19.49,5.00,False,STOP_LOSS,LOW 1342.93 <= STOP 1344.93,92.46,36.98,1347.02,1342.93,1343.73,1344.93,-5474.43,70.11,01/24 15:00,01/24 15:15,4623.03,4525.57
784,SHORT,2008-01-24 15:15:00,1344.75,2008-01-24 15:30:00,1346.77,15.00,1346.77,1343.94,2.24,-90.51,-95.51,-19.10,5.00,False,STOP_LOSS,HIGH 1347.09 >= STOP 1346.77,90.51,36.20,1347.09,1344.31,1344.93,1346.77,-5569.94,70.03,01/24 15:15,01/24 15:30,4525.57,4430.06
785,LONG,2008-01-24 15:30:00,1347.09,2008-01-24 15:40:00,1347.90,10.00,1345.07,1347.90,2.19,35.44,30.44,6.09,5.00,True,PROFIT_TARGET,HIGH 1351.66 >= TARGET 1347.90,88.60,35.44,1351.66,1346.02,1346.77,1347.90,-5539.50,70.06,01/24 15:30,01/24 15:40,4430.06,4460.50
786,LONG,2008-01-24 15:40:00,1351.07,2008-01-24 15:45:00,1349.04,5.00,1349.04,1351.88,2.20,-89.21,-94.21,-18.84,5.00,False,STOP_LOSS,LOW 1348.75 <= STOP 1349.04,89.21,35.68,1351.38,1348.75,1347.90,1349.04,-5633.71,69.97,01/24 15:40,01/24 15:45,4460.50,4366.29
787,LONG,2008-01-24 15:45:00,1350.46,2008-01-24 15:50:00,1351.27,5.00,1348.43,1351.27,2.16,34.93,29.93,5.99,5.00,True,PROFIT_TARGET,HIGH 1351.64 >= TARGET 1351.27,87.33,34.93,1351.64,1349.32,1349.04,1351.27,-5603.78,70.01,01/24 15:45,01/24 15:50,4366.29,4396.22
788,LONG,2008-01-24 15:55:00,1351.48,2008-01-24 16:00:00,1352.15,5.00,1349.45,1352.29,2.17,29.06,24.06,4.81,5.00,True,END_OF_SESSION,Session end at 16:00 - position forced closed,87.92,35.17,1351.48,1351.48,1351.27,1352.15,-5579.72,70.05,01/24 15:55,01/24 16:00,4396.22,4420.28
789,LONG,2008-01-25 10:00:00,1362.69,2008-01-25 10:05:00,1360.65,5.00,1360.65,1363.51,2.16,-88.41,-93.41,-18.68,5.00,False,STOP_LOSS,LOW 1360.07 <= STOP 1360.65,88.41,35.36,1362.80,1360.07,1352.15,1360.65,-5673.13,69.96,01/25 10:00,01/25 10:05,4420.28,4326.87
790,SHORT,2008-01-25 10:05:00,1360.07,2008-01-25 10:20:00,1359.25,15.00,1362.11,1359.25,2.12,34.61,29.61,5.92,5.00,True,PROFIT_TARGET,LOW 1357.59 <= TARGET 1359.25,86.54,34.61,1361.55,1357.59,1360.65,1359.25,-5643.51,70.00,01/25 10:05,01/25 10:20,4326.87,4356.49
791,SHORT,2008-01-25 10:20:00,1357.63,2008-01-25 10:25:00,1356.82,5.00,1359.67,1356.82,2.14,34.85,29.85,5.97,5.00,True,PROFIT_TARGET,LOW 1356.15 <= TARGET 1356.82,87.13,34.85,1359.75,1356.15,1359.25,1356.82,-5613.66,70.04,01/25 10:20,01/25 10:25,4356.49,4386.34
792,LONG,2008-01-25 10:25:00,1357.73,2008-01-25 10:30:00,1355.69,5.00,1355.69,1358.54,2.15,-87.73,-92.73,-18.55,5.00,False,STOP_LOSS,LOW 1351.48 <= STOP 1355.69,87.73,35.09,1357.73,1351.48,1356.82,1355.69,-5706.39,69.95,01/25 10:25,01/25 10:30,4386.34,4293.61
793,SHORT,2008-01-25 10:30:00,1352.22,2008-01-25 10:35:00,1354.25,5.00,1354.25,1351.41,2.12,-85.87,-90.87,-18.17,5.00,False,STOP_LOSS,HIGH 1354.53 >= STOP 1354.25,85.87,34.35,1354.53,1351.48,1355.69,1354.25,-5797.26,69.86,01/25 10:30,01/25 10:35,4293.61,4202.74
794,SHORT,2008-01-25 10:35:00,1353.82,2008-01-25 10:40:00,1353.01,5.00,1355.85,1353.01,2.07,33.62,28.62,5.72,5.00,True,PROFIT_TARGET,LOW 1351.00 <= TARGET 1353.01,84.05,33.62,1355.31,1351.00,1354.25,1353.01,-5768.64,69.90,01/25 10:35,01/25 10:40,4202.74,4231.36
795,LONG,2008-01-25 10:40:00,1355.22,2008-01-25 10:45:00,1356.03,5.00,1353.19,1356.03,2.08,33.85,28.85,5.77,5.00,True,PROFIT_TARGET,HIGH 1356.26 >= TARGET 1356.03,84.63,33.85,1356.26,1353.99,1353.01,1356.03,-5739.79,69.94,01/25 10:40,01/25 10:45,4231.36,4260.21
796,SHORT,2008-01-25 10:45:00,1355.20,2008-01-25 10:50:00,1354.39,5.00,1357.23,1354.39,2.10,34.08,29.08,5.82,5.00,True,PROFIT_TARGET,LOW 1351.86 <= TARGET 1354.39,85.20,34.08,1355.20,1351.86,1356.03,1354.39,-5710.70,69.97,01/25 10:45,01/25 10:50,4260.21,4289.30
797,SHORT,2008-01-25 10:50:00,1353.53,2008-01-25 10:55:00,1352.72,5.00,1355.56,1352.72,2.11,34.31,29.31,5.86,5.00,True,PROFIT_TARGET,LOW 1348.37 <= TARGET 1352.72,85.79,34.31,1353.53,1348.37,1354.39,1352.72,-5681.39,70.01,01/25 10:50,01/25 10:55,4289.30,4318.61
798,SHORT,2008-01-25 10:55:00,1349.10,2008-01-25 11:00:00,1348.29,5.00,1351.12,1348.29,2.13,34.55,29.55,5.91,5.00,True,PROFIT_TARGET,LOW 1346.72 <= TARGET 1348.29,86.37,34.55,1350.35,1346.72,1352.72,1348.29,-5651.84,70.05,01/25 10:55,01/25 11:00,4318.61,4348.16
799,SHORT,2008-01-25 11:00:00,1346.72,2008-01-25 11:05:00,1348.74,5.00,1348.74,1345.91,2.15,-86.96,-91.96,-18.39,5.00,False,STOP_LOSS,HIGH 1350.27 >= STOP 1348.74,86.96,34.79,1350.27,1346.72,1348.29,1348.74,-5743.80,69.96,01/25 11:00,01/25 11:05,4348.16,4256.20
800,LONG,2008-01-25 11:05:00,1349.94,2008-01-25 11:10:00,1347.92,5.00,1347.92,1350.75,2.10,-85.12,-90.12,-18.02,5.00,False,STOP_LOSS,LOW 1347.83 <= STOP 1347.92,85.12,34.05,1349.95,1347.83,1348.74,1347.92,-5833.93,69.88,01/25 11:05,01/25 11:10,4256.20,4166.07
801,LONG,2008-01-25 11:10:00,1349.53,2008-01-25 11:15:00,1350.34,5.00,1347.51,1350.34,2.06,33.33,28.33,5.67,5.00,True,PROFIT_TARGET,HIGH 1351.71 >= TARGET 1350.34,83.32,33.33,1351.71,1349.53,1347.92,1350.34,-5805.60,69.91,01/25 11:10,01/25 11:15,4166.07,4194.40
802,LONG,2008-01-25 11:15:00,1351.71,2008-01-25 11:20:00,1349.68,5.00,1349.68,1352.52,2.07,-83.89,-88.89,-17.78,5.00,False,STOP_LOSS,LOW 1349.50 <= STOP 1349.68,83.89,33.56,1352.31,1349.50,1350.34,1349.68,-5894.49,69.83,01/25 11:15,01/25 11:20,4194.40,4105.51
803,SHORT,2008-01-25 11:25:00,1346.79,2008-01-25 11:30:00,1348.81,5.00,1348.81,1345.98,2.03,-82.11,-87.11,-17.42,5.00,False,STOP_LOSS,HIGH 1351.30 >= STOP 1348.81,82.11,32.84,1351.30,1346.79,1349.68,1348.81,-5981.60,69.74,01/25 11:25,01/25 11:30,4105.51,4018.40
804,LONG,2008-01-25 11:30:00,1351.15,2008-01-25 11:35:00,1351.96,5.00,1349.12,1351.96,1.98,32.15,27.15,5.43,5.00,True,PROFIT_TARGET,HIGH 1354.27 >= TARGET 1351.96,80.37,32.15,1354.27,1350.57,1348.81,1351.96,-5954.45,69.78,01/25 11:30,01/25 11:35,4018.40,4045.55
805,LONG,2008-01-25 11:35:00,1353.11,2008-01-25 11:45:00,1353.92,10.00,1351.08,1353.92,1.99,32.36,27.36,5.47,5.00,True,PROFIT_TARGET,HIGH 1354.22 >= TARGET 1353.92,80.91,32.36,1354.22,1351.69,1351.96,1353.92,-5927.09,69.81,01/25 11:35,01/25 11:45,4045.55,4072.91
806,SHORT,2008-01-25 11:45:00,1351.78,2008-01-25 11:50:00,1350.97,5.00,1353.81,1350.97,2.01,32.58,27.58,5.52,5.00,True,PROFIT_TARGET,LOW 1349.72 <= TARGET 1350.97,81.46,32.58,1351.78,1349.72,1353.92,1350.97,-5899.50,69.85,01/25 11:45,01/25 11:50,4072.91,4100.50
